Row_ID,Entry_ID,Order_Date,Ship_Date,Customer,Shipping_Agency,Avergae_shipping_time_in_Days,Cost:_up_to_1lbs_(JMD),Parish,Parking,_Efficient_Staff,Pick_up_wait_tme,Outbound_Shipping,Product_ID,Category,Sub-Category,Product_Name,Quantity,Processing_fee,Total_cost,Customer_review
2482,CA-2017-147956,4/7/2021,4/14/2021,Alan Hwang,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,6,0%,"$3,600.00 ",Good Condtion
2483,CA-2017-126067,12/10/2020,12/16/2020,Kristina Nunn,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,4,20%,"$2,400.00 ",Effeciency 
2484,CA-2017-126067,12/10/2020,12/16/2020,Kristina Nunn,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",5,0%,"$2,500.00 ",Unbeatable
2485,CA-2017-126067,12/10/2020,12/16/2020,Kristina Nunn,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,5,20%,"$3,000.00 ",Limited Parking
2486,CA-2017-126067,12/10/2020,12/16/2020,Kristina Nunn,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-AR-10003856,Office Supplies,Art,Newell 344,2,0%,"$1,000.00 ",Great Service
2487,CA-2015-104514,4/16/2020,4/18/2020,Claudia Bergmann,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",2,0%,"$1,248.00 ",Unprofessional
2488,CA-2015-104514,4/16/2020,4/18/2020,Claudia Bergmann,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,OFF-AR-10001473,Office Supplies,Art,Newell 313,3,0%,"$1,872.00 ",No Partking
2489,CA-2015-104514,4/16/2020,4/18/2020,Claudia Bergmann,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,3,0%,"$1,872.00 ",Good Condtion
2490,CA-2015-141040,1/21/2019,1/25/2019,Tim Brockman,My cart-Kingston,7,$600.00 ,Kingston,5,5,4, -   ,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,4,0%,"$2,400.00 ",Very Log Wait
2491,CA-2015-141040,1/21/2019,1/25/2019,Tim Brockman,My cart-Kingston,7,$600.00 ,Kingston,5,5,4, -   ,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,4,0%,"$2,400.00 ",Cheapest Shipping Company
2492,CA-2014-113579,3/27/2020,3/29/2020,Katherine Ducich,Itz shipped-Kingston,10,$450.00 ,Kingston,5,5,4, -   ,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,6,0%,"$2,700.00 ",Great Service
2493,CA-2014-144624,3/3/2020,3/7/2020,John Murray,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,7,0%,"$3,150.00 ",Reseanable Cost
2494,CA-2016-146206,12/24/2019,12/28/2019,Kean Thornton,Itz shipped-Kingston,10,$450.00 ,Kingston,5,5,4, -   ,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,5,30%,"$2,925.00 ",Very Log Wait
2495,CA-2016-146206,12/24/2019,12/28/2019,Kean Thornton,Itz shipped-Kingston,10,$450.00 ,Kingston,5,5,4, -   ,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,5,20%,"$2,700.00 ",Effeciency 
2496,CA-2014-136644,9/28/2019,10/4/2019,Sonia Cooley,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",8,0%,"$4,000.00 ",Long Line
2497,CA-2015-122371,1/8/2019,1/13/2019,Bryan Spruell,HT Courier-Kingston,5,$500.00 ,Kingston,5,4,4, -   ,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",3,0%,"$1,500.00 ",Good Prices
2498,CA-2015-122371,1/8/2019,1/13/2019,Bryan Spruell,HT Courier-Kingston,5,$500.00 ,Kingston,5,4,4, -   ,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,2,0%,"$1,000.00 ",Professional
2499,CA-2016-126935,9/1/2019,9/6/2019,Bill Tyler,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,1,20%,$600.00 ,Cheapest Shipping Company
2500,US-2017-133781,10/4/2020,10/5/2020,Dan Campbell,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",3,20%,"$4,492.80 ",Speedy Devlivery 
2501,CA-2017-131618,9/29/2020,10/2/2020,Luke Schmidt,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",2,20%,"$11,912.73 ",Unbeatable
2502,CA-2017-131618,9/29/2020,10/2/2020,Luke Schmidt,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,4,80%,"$35,738.18 ",Good Condtion
2503,CA-2017-131618,9/29/2020,10/2/2020,Luke Schmidt,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,4,80%,"$35,738.18 ",No Partking
2504,CA-2016-149482,2/27/2020,3/3/2020,Ralph Ritter,Itz shipped-Kingston,10,$450.00 ,Kingston,5,5,4, -   ,OFF-LA-10000248,Office Supplies,Labels,Avery 52,2,0%,$900.00 ,Fast
2505,CA-2014-143917,11/6/2019,11/8/2019,Ken Lonsdale,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",4,0%,"$4,992.00 ",Very Log Wait
2506,CA-2014-143917,11/6/2019,11/8/2019,Ken Lonsdale,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,5,0%,"$6,240.00 ",Reseanable Cost
2507,CA-2014-143917,11/6/2019,11/8/2019,Ken Lonsdale,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,8,0%,"$9,984.00 ",Speed
2508,CA-2015-120397,10/14/2020,10/14/2020,Richard Bierner,DHL-St. Andrew,4,"$2,272.73 ",St. Andrew,4,3,5, -   ,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,4,80%,"$16,363.64 ",Friendly
2509,CA-2017-163902,6/14/2020,6/20/2020,Maribeth Yedwab,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,3,20%,"$2,246.40 ",Courteryous 
2510,CA-2017-163902,6/14/2020,6/20/2020,Maribeth Yedwab,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,6,0%,"$3,744.00 ",Cheapest Shipping Company
2511,CA-2016-136812,3/2/2020,3/7/2020,Arthur Wiediger,DHL-St. Andrew,4,"$2,272.73 ",St. Andrew,4,3,5, -   ,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",4,0%,"$9,090.91 ",Speedy Devlivery 
2512,CA-2015-102722,7/31/2020,8/1/2020,Kelly Williams,ShipWize-Kingston,5,$500.00 ,Kingston,4,2,3, -   ,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,6,0%,"$3,000.00 ",Professional
2513,CA-2017-155089,3/16/2021,3/20/2021,Daniel Byrd,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",5,70%,"$5,304.00 ",Effeciency 
2514,CA-2016-124506,2/24/2020,3/1/2020,Brenda Bowman,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,4,20%,"$3,360.00 ",Great Service
2515,CA-2016-124506,2/24/2020,3/1/2020,Brenda Bowman,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,2,30%,"$1,820.00 ",Friendly
2516,CA-2014-106572,12/18/2019,12/23/2019,Nora Preis,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,2,20%,"$1,497.60 ",Unbeatable
2517,CA-2014-128888,2/27/2020,3/6/2020,Peter Bühler,ShipWize-Kingston,5,$500.00 ,Kingston,4,2,3, -   ,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,9,20%,"$5,400.00 ",No Partking
2518,CA-2017-123134,8/14/2020,8/19/2020,Dorothy Wardle,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,3,0%,"$2,250.00 ",Good Condtion
2519,CA-2016-124352,1/28/2020,2/3/2020,Cynthia Delaney,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,OFF-LA-10004559,Office Supplies,Labels,Avery 49,7,0%,"$4,368.00 ",No Partking
2520,CA-2016-124352,1/28/2020,2/3/2020,Cynthia Delaney,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,OFF-LA-10003223,Office Supplies,Labels,Avery 508,6,0%,"$3,744.00 ",Cheapest Shipping Company
2521,CA-2016-124352,1/28/2020,2/3/2020,Cynthia Delaney,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,3,0%,"$1,872.00 ",Quality Customer Service
2522,CA-2016-124352,1/28/2020,2/3/2020,Cynthia Delaney,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,2,0%,"$1,248.00 ",Friendly
2523,CA-2016-124352,1/28/2020,2/3/2020,Cynthia Delaney,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,1,0%,$624.00 ,Professional
2524,CA-2016-124352,1/28/2020,2/3/2020,Cynthia Delaney,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,4,0%,"$2,496.00 ",Great Service
2525,CA-2015-124541,7/19/2020,7/23/2020,Thomas Thornton,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,OFF-AR-10004078,Office Supplies,Art,Newell 312,9,20%,"$5,400.00 ",Speedy Devlivery 
2526,CA-2015-124541,7/19/2020,7/23/2020,Thomas Thornton,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,2,20%,"$1,200.00 ",Unprofessional
2527,CA-2015-124541,7/19/2020,7/23/2020,Thomas Thornton,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,3,80%,"$2,700.00 ",Quality Customer Service
2528,CA-2015-124541,7/19/2020,7/23/2020,Thomas Thornton,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",6,80%,"$5,400.00 ",Friendly
2529,CA-2015-124541,7/19/2020,7/23/2020,Thomas Thornton,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,2,20%,"$1,200.00 ",No Partking
2530,CA-2014-108707,2/5/2020,2/10/2020,Daniel Byrd,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,2,20%,"$1,497.60 ",Friendly
2531,CA-2014-111500,11/29/2019,12/3/2019,Don Jones,Press ship Ja-Kingston,5,$450.00 ,Kingston,2,3,3, -   ,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,5,0%,"$2,250.00 ",Limited Parking
2532,CA-2014-111500,11/29/2019,12/3/2019,Don Jones,Press ship Ja-Kingston,5,$450.00 ,Kingston,2,3,3, -   ,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,4,0%,"$1,800.00 ",Long Line
2533,CA-2014-111500,11/29/2019,12/3/2019,Don Jones,Press ship Ja-Kingston,5,$450.00 ,Kingston,2,3,3, -   ,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,7,0%,"$3,150.00 ",Good Condtion
2534,CA-2014-111500,11/29/2019,12/3/2019,Don Jones,Press ship Ja-Kingston,5,$450.00 ,Kingston,2,3,3, -   ,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,4,0%,"$1,800.00 ",Great Time
2535,US-2017-117723,11/27/2020,11/30/2020,Dionis Lloyd,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,6,20%,"$5,040.00 ",Courteryous 
2536,CA-2015-143238,12/19/2020,12/21/2020,Lori Olson,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,4,0%,"$2,496.00 ",Courteryous 
2537,CA-2015-168746,5/11/2020,5/13/2020,Seth Vernon,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,2,30%,"$1,950.00 ",Effeciency 
2538,CA-2015-168746,5/11/2020,5/13/2020,Seth Vernon,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,4,40%,"$4,200.00 ",Courteryous 
2539,CA-2015-168746,5/11/2020,5/13/2020,Seth Vernon,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,1,40%,"$1,050.00 ",Cheapest Shipping Company
2540,CA-2015-113404,10/28/2020,10/28/2020,Eleni McCrary,HT Courier-Kingston,5,$500.00 ,Kingston,5,4,4, -   ,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,6,20%,"$3,600.00 ",Very Log Wait
2541,CA-2015-113404,10/28/2020,10/28/2020,Eleni McCrary,HT Courier-Kingston,5,$500.00 ,Kingston,5,4,4, -   ,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,3,20%,"$1,800.00 ",Very Log Wait
2542,CA-2016-144792,8/13/2019,8/17/2019,Ken Dana,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,7,20%,"$3,780.00 ",Great Time
2543,CA-2014-164385,1/8/2020,1/13/2020,Nicole Brennan,Shipme-Kingston,7,$702.00 ,Kingston,4,2,5,3,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,3,20%,"$2,527.20 ",Friendly
2544,US-2016-114174,12/22/2019,12/28/2019,Anne Pryor,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",3,0%,"$2,250.00 ",Quality Customer Service
2545,US-2016-114174,12/22/2019,12/28/2019,Anne Pryor,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,OFF-LA-10000248,Office Supplies,Labels,Avery 52,4,0%,"$3,000.00 ",Great Time
2546,CA-2017-108070,7/29/2020,8/2/2020,Joel Eaton,Tara Courier-Manchester,3,$624.00 ,Manchester,1,3,3,4,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",4,0%,"$2,496.00 ",Speedy Devlivery 
2547,CA-2017-108070,7/29/2020,8/2/2020,Joel Eaton,Tara Courier-Manchester,3,$624.00 ,Manchester,1,3,3,4,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,1,15%,$717.60 ,Effeciency 
2548,US-2015-128090,11/28/2020,12/4/2020,John Murray,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,OFF-AR-10002255,Office Supplies,Art,Newell 346,1,20%,$540.00 ,Courteryous 
2549,US-2015-128090,11/28/2020,12/4/2020,John Murray,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,5,20%,"$2,700.00 ",Courteryous 
2550,US-2015-128090,11/28/2020,12/4/2020,John Murray,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,8,20%,"$4,320.00 ",Very Log Wait
2551,US-2015-128090,11/28/2020,12/4/2020,John Murray,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,OFF-LA-10000452,Office Supplies,Labels,Avery 488,2,20%,"$1,080.00 ",Good Condtion
2552,CA-2017-101042,3/3/2021,3/7/2021,Adrian Barton,DHL-St. Andrew,4,"$2,272.73 ",St. Andrew,4,3,5, -   ,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",6,0%,"$13,636.36 ",Unbeatable
2553,CA-2017-101042,3/3/2021,3/7/2021,Adrian Barton,DHL-St. Andrew,4,"$2,272.73 ",St. Andrew,4,3,5, -   ,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,2,0%,"$4,545.45 ",Speed
2554,CA-2016-155439,12/28/2019,1/1/2020,Parhena Norris,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,4,0%,"$2,496.00 ",Unbeatable
2555,CA-2016-118626,11/28/2019,12/3/2019,John Castell,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,TEC-PH-10000369,Technology,Phones,HTC One Mini,7,20%,"$10,483.20 ",No Partking
2556,CA-2015-111458,1/8/2019,1/12/2019,Philip Fox,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,2,0%,"$1,000.00 ",Fast
2557,US-2016-126844,1/21/2020,1/27/2020,Bart Watters,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,8,60%,"$6,400.00 ",Reseanable Cost
2558,US-2015-112508,7/6/2020,7/12/2020,Ben Peterman,Ikpak shipping-Kingston,4,$700.00 ,Kingston,5,5,5, -   ,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",2,20%,"$1,680.00 ",Very Log Wait
2559,CA-2015-147788,9/12/2020,9/16/2020,Tamara Manning,DHL-Kingston,4,"$2,272.73 ",Kingston, -   ,5,4,5,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,7,0%,"$15,909.09 ",Very Log Wait
2560,CA-2015-147788,9/12/2020,9/16/2020,Tamara Manning,DHL-Kingston,4,"$2,272.73 ",Kingston, -   ,5,4,5,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,5,0%,"$11,363.64 ",No Partking
2561,CA-2015-147788,9/12/2020,9/16/2020,Tamara Manning,DHL-Kingston,4,"$2,272.73 ",Kingston, -   ,5,4,5,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,2,0%,"$4,545.45 ",Good Condtion
2562,CA-2015-144288,4/8/2019,4/14/2019,Maria Bertelson,Tara Courier-St. Ann,3,$624.00 ,St. Ann,5,2,4,4,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4,20%,"$2,995.20 ",Long Line
2563,CA-2015-144288,4/8/2019,4/14/2019,Maria Bertelson,Tara Courier-St. Ann,3,$624.00 ,St. Ann,5,2,4,4,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,2,20%,"$1,497.60 ",Professional
2564,CA-2015-110632,6/29/2020,7/4/2020,Harold Ryan,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,1,0%,$624.00 ,Professional
2565,CA-2015-110632,6/29/2020,7/4/2020,Harold Ryan,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",2,0%,"$1,248.00 ",No Partking
2566,CA-2017-109589,4/4/2021,4/7/2021,Brian Derr,Tara Courier-Hanover,3,$624.00 ,Hanover,2,2,4,4,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,4,0%,"$2,496.00 ",Speed
2567,CA-2017-123967,2/13/2021,2/15/2021,Sarah Foster,Tara Courier-Manchester,3,$624.00 ,Manchester,1,3,3,4,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,5,20%,"$3,744.00 ",Good Prices
2568,CA-2017-123967,2/13/2021,2/15/2021,Sarah Foster,Tara Courier-Manchester,3,$624.00 ,Manchester,1,3,3,4,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,9,0%,"$5,616.00 ",Great Time
2569,CA-2017-148929,12/20/2020,12/24/2020,Stefania Perrino,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",8,0%,"$4,992.00 ",Limited Parking
2570,CA-2017-134404,4/10/2021,4/10/2021,Dan Reichenbach,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,2,40%,"$1,960.00 ",Great Time
2571,CA-2017-134404,4/10/2021,4/10/2021,Dan Reichenbach,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,4,20%,"$3,360.00 ",Long Line
2572,CA-2017-109778,10/28/2020,11/2/2020,Valerie Mitchum,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2,20%,"$1,800.00 ",Cheapest Shipping Company
2573,CA-2016-155845,11/25/2019,11/28/2019,Chris McAfee,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,7,20%,"$3,780.00 ",Courteryous 
2574,CA-2017-145128,10/21/2020,10/26/2020,Sean Miller,Itz shipped-Kingston,10,$450.00 ,Kingston,5,5,4, -   ,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,5,0%,"$2,250.00 ",Professional
2575,CA-2014-129091,3/6/2020,3/11/2020,Ruben Ausman,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,3,0%,"$1,500.00 ",Speed
2576,CA-2014-129091,3/6/2020,3/11/2020,Ruben Ausman,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,5,0%,"$2,500.00 ",Effeciency 
2577,CA-2014-129091,3/6/2020,3/11/2020,Ruben Ausman,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,2,0%,"$1,000.00 ",Friendly
2578,CA-2014-129091,3/6/2020,3/11/2020,Ruben Ausman,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,3,0%,"$1,500.00 ",Fast
2579,US-2014-155502,5/10/2019,5/15/2019,Shirley Daniels,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",3,0%,"$1,872.00 ",Fast
2580,US-2014-155502,5/10/2019,5/15/2019,Shirley Daniels,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",8,0%,"$4,992.00 ",No Partking
2581,US-2014-155502,5/10/2019,5/15/2019,Shirley Daniels,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",3,0%,"$1,872.00 ",Courteryous 
2582,US-2014-155502,5/10/2019,5/15/2019,Shirley Daniels,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",2,0%,"$1,248.00 ",Very Log Wait
2583,US-2014-155502,5/10/2019,5/15/2019,Shirley Daniels,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,13,0%,"$8,112.00 ",Good Prices
2584,US-2014-155502,5/10/2019,5/15/2019,Shirley Daniels,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3,0%,"$1,872.00 ",Good Condtion
2585,US-2014-155502,5/10/2019,5/15/2019,Shirley Daniels,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,2,0%,"$1,248.00 ",Limited Parking
2586,CA-2015-121041,2/15/2019,2/22/2019,Chris Selesnick,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",2,20%,"$1,200.00 ",Unbeatable
